,movie_title,title_year,country,budget,director_first_name,director_last_name
1389,Aloha ,2015,USA,37000000,Cameron,Crowe
1390,Ghosts of Mississippi ,1996,USA,36000000,Rob,Reiner
1391,Snow Falling on Cedars ,1999,USA,36000000,Scott,Hicks
1392,The Rite ,2011,USA,37000000,Mikael,Håfström
1393,Gattaca ,1997,USA,36000000,Andrew,Niccol
1394,Isn't She Great ,2000,USA,36000000,Andrew,Bergman
1395,Space Chimps ,2008,USA,37000000,Kirk,De Micco
1396,Head of State ,2003,USA,35200000,Chris,Rock
1397,The Hangover ,2009,USA,35000000,Todd,Phillips
1398,Ip Man 3 ,2015,Hong Kong,36000000,Wilson,Yip
1399,Austin Powers: The Spy Who Shagged Me ,1999,USA,33000000,Jay,Roach
1400,Batman ,1989,USA,35000000,Tim,Burton
1401,There Be Dragons ,2011,Spain,36000000,Roland,Joffé
1402,Lethal Weapon 3 ,1992,USA,35000000,Richard,Donner
1403,The Blind Side ,2009,USA,29000000,John,Lee Hancock
1405,Spy Kids ,2001,USA,35000000,Robert,Rodriguez
1406,Horrible Bosses ,2011,USA,35000000,Seth,Gordon
1407,True Grit ,2010,USA,38000000,Ethan,Coen
1408,The Devil Wears Prada ,2006,USA,35000000,David,Frankel
1409,Star Trek: The Motion Picture ,1979,USA,35000000,Robert,Wise
1410,Identity Thief ,2013,USA,35000000,Seth,Gordon
1411,Cape Fear ,1991,USA,35000000,Martin,Scorsese
1412,21 ,2008,USA,35000000,Robert,Luketic
1413,Trainwreck ,2015,Japan,35000000,Judd,Apatow
1414,Guess Who ,2005,USA,35000000,Kevin,Rodney Sullivan
1415,The English Patient ,1996,USA,27000000,Anthony,Minghella
1416,L.A. Confidential ,1997,USA,35000000,Curtis,Hanson
1417,Sky High ,2005,USA,35000000,Mike,Mitchell
1418,In & Out ,1997,USA,35000000,Frank,Oz
1419,Species ,1995,USA,35000000,Roger,Donaldson
1420,A Nightmare on Elm Street ,1984,USA,1800000,Wes,Craven
1421,The Cell ,2000,USA,33000000,Tarsem,Singh
1422,The Man in the Iron Mask ,1998,USA,35000000,Randall,Wallace
1423,Secretariat ,2010,USA,35000000,Randall,Wallace
1424,TMNT ,2007,Hong Kong,34000000,Kevin,Munroe
1425,Radio ,2003,USA,35000000,Michael,Tollin
1426,Friends with Benefits ,2011,USA,35000000,Will,Gluck
1427,Neighbors 2: Sorority Rising ,2016,USA,35000000,Nicholas,Stoller
1428,Saving Mr. Banks ,2013,USA,35000000,John,Lee Hancock
1429,Malcolm X ,1992,USA,33000000,Spike,Lee
1430,This Is 40 ,2012,USA,35000000,Judd,Apatow
1431,Old Dogs ,2009,USA,35000000,Walt,Becker
1432,Underworld: Rise of the Lycans ,2009,USA,35000000,Patrick,Tatopoulos
1433,License to Wed ,2007,USA,35000000,Ken,Kwapis
1434,The Benchwarmers ,2006,USA,33000000,Dennis,Dugan
1435,Must Love Dogs ,2005,USA,30000000,Gary,David Goldberg
1436,Donnie Brasco ,1997,USA,35000000,Mike,Newell
1437,Resident Evil ,2002,UK,33000000,Paul,W.S. Anderson
1438,Poltergeist ,1982,USA,10700000,Tobe,Hooper
1439,The Ladykillers ,2004,USA,35000000,Ethan,Coen
1440,Max Payne ,2008,Canada,35000000,John,Moore
1441,In Time ,2011,USA,40000000,Andrew,Niccol
1442,The Back-up Plan ,2010,USA,35000000,Alan,Poul
1443,Something Borrowed ,2011,USA,35000000,Luke,Greenfield
1445,Black Knight ,2001,USA,50000000,Gil,Junger
1447,Street Fighter ,1994,Japan,35000000,Steven,E. de Souza
1448,The Pianist ,2002,France,35000000,Roman,Polanski
1449,From Hell ,2001,USA,35000000,Albert,Hughes
1450,The Nativity Story ,2006,USA,30000000,Catherine,Hardwicke
1451,House of Wax ,2005,Australia,30000000,Jaume,Collet-Serra
1452,Closer ,2004,USA,27000000,Mike,Nichols
1453,J. Edgar ,2011,USA,35000000,Clint,Eastwood
1454,Mirrors ,2008,USA,35000000,Alexandre,Aja
1455,Queen of the Damned ,2002,USA,35000000,Michael,Rymer
1456,Predator 2 ,1990,USA,35000000,Stephen,Hopkins
1457,Untraceable ,2008,USA,35000000,Gregory,Hoblit
1458,Blast from the Past ,1999,USA,35000000,Hugh,Wilson
1460,Jersey Girl ,2004,USA,35000000,Kevin,Smith
1461,Alex Cross ,2012,USA,35000000,Rob,Cohen
1462,Midnight in the Garden of Good and Evil ,1997,USA,30000000,Clint,Eastwood
1464,Nanny McPhee Returns ,2010,UK,35000000,Susanna,White
1465,Hoffa ,1992,USA,35000000,Danny,DeVito
1466,The X Files: I Want to Believe ,2008,USA,30000000,Chris,Carter
1467,Ella Enchanted ,2004,USA,35000000,Tommy,O'Haver
1468,Concussion ,2015,UK,35000000,Peter,Landesman
1469,Abduction ,2011,USA,35000000,John,Singleton
1470,Valiant ,2005,UK,35000000,Gary,Chapman
1471,Wonder Boys ,2000,USA,55000000,Curtis,Hanson
1472,Superhero Movie ,2008,USA,35000000,Craig,Mazin
1473,Broken City ,2013,USA,35000000,Allen,Hughes
1474,Cursed ,2005,USA,35000000,Wes,Craven
1475,Premium Rush ,2012,USA,35000000,David,Koepp
1476,Hot Pursuit ,2015,USA,35000000,Anne,Fletcher
1477,The Four Feathers ,2002,UK,35000000,Shekhar,Kapur
1478,Parker ,2013,USA,35000000,Taylor,Hackford
1479,Wimbledon ,2004,UK,31000000,Richard,Loncraine
1480,Furry Vengeance ,2010,USA,35000000,Roger,Kumble
1483,Lions for Lambs ,2007,USA,35000000,Robert,Redford
1484,Flight of the Intruder ,1991,USA,35000000,John,Milius
1485,Walk Hard: The Dewey Cox Story ,2007,USA,35000000,Jake,Kasdan
1486,The Shipping News ,2001,USA,35000000,Lasse,Hallström
1487,American Outlaws ,2001,USA,35000000,Les,Mayfield
1488,The Young Victoria ,2009,UK,35000000,Jean-Marc,Vallée
1489,Whiteout ,2009,USA,35000000,Dominic,Sena
1490,The Tree of Life ,2011,USA,32000000,Terrence,Malick
1491,Knock Off ,1998,Aruba,35000000,Hark,Tsui
1492,Sabotage ,2014,USA,35000000,David,Ayer
1493,The Order ,2003,USA,38000000,Brian,Helgeland
1494,Punisher: War Zone ,2008,USA,35000000,Lexi,Alexander
1495,Zoom ,2006,USA,35000000,Peter,Hewitt
1496,The Walk ,2015,USA,35000000,Robert,Zemeckis
1497,Warriors of Virtue ,1997,USA,35000000,Ronny,Yu
1498,A Good Year ,2006,USA,35000000,Ridley,Scott
1500,Radio Flyer ,1992,USA,35000000,Richard,Donner
1501,"Blood In, Blood Out ",1993,USA,35000000,Taylor,Hackford
1502,Smilla's Sense of Snow ,1997,Denmark,35000000,Bille,August
1503,Femme Fatale ,2002,France,35000000,Brian,De Palma
1506,Ride with the Devil ,1999,USA,35000000,Ang,Lee
1511,The Maze Runner ,2014,USA,34000000,Wes,Ball
1512,Unfinished Business ,2015,USA,35000000,Ken,Scott
1513,The Age of Innocence ,1993,USA,30000000,Martin,Scorsese
1514,The Fountain ,2006,USA,35000000,Darren,Aronofsky
1515,Chill Factor ,1999,USA,34000000,Hugh,Johnson
1516,Stolen ,2012,USA,35000000,Simon,West
1517,Ponyo ,2008,Japan,34000000,Hayao,Miyazaki
1518,The Longest Ride ,2015,USA,34000000,George,Tillman Jr.
1519,The Astronaut's Wife ,1999,USA,34000000,Rand,Ravich
1520,I Dreamed of Africa ,2000,USA,34000000,Hugh,Hudson
1521,Playing for Keeps ,2012,USA,35000000,Gabriele,Muccino
1522,Mandela: Long Walk to Freedom ,2013,UK,35000000,Justin,Chadwick
1524,A Few Good Men ,1992,USA,40000000,Rob,Reiner
1525,Exit Wounds ,2001,USA,33000000,Andrzej,Bartkowiak
1526,Big Momma's House ,2000,USA,30000000,Raja,Gosnell
1528,The Darkest Hour ,2011,USA,30000000,Chris,Gorak
1529,Step Up Revolution ,2012,USA,33000000,Scott,Speer
1530,Snakes on a Plane ,2006,Germany,33000000,David,R. Ellis
1531,The Watcher ,2000,USA,33000000,Joe,Charbanic
1532,The Punisher ,2004,USA,33000000,Jonathan,Hensleigh
1533,Goal! The Dream Begins ,2005,USA,10000000,Danny,Cannon
1534,Safe ,2012,USA,30000000,Boaz,Yakin
1535,Pushing Tin ,1999,USA,38000000,Mike,Newell
1536,Star Wars: Episode VI - Return of the Jedi ,1983,USA,32500000,Richard,Marquand
1537,Doomsday ,2008,UK,30000000,Neil,Marshall
1538,The Reader ,2008,USA,32000000,Stephen,Daldry
1540,Elf ,2003,USA,33000000,Jon,Favreau
1541,Phenomenon ,1996,USA,32000000,Jon,Turteltaub
1542,Snow Dogs ,2002,Canada,35000000,Brian,Levant
1543,Scrooged ,1988,USA,32000000,Richard,Donner
1544,Nacho Libre ,2006,Germany,32000000,Jared,Hess
1545,Bridesmaids ,2011,USA,32500000,Paul,Feig
1546,This Is the End ,2013,USA,32000000,Evan,Goldberg
1547,Stigmata ,1999,USA,29000000,Rupert,Wainwright
1548,Men of Honor ,2000,USA,32000000,George,Tillman Jr.
1549,Takers ,2010,USA,20000000,John,Luessenhop
1550,The Big Wedding ,2013,USA,35000000,Justin,Zackham
1551,"Big Mommas: Like Father, Like Son ",2011,USA,32000000,John,Whitesell
1552,Source Code ,2011,USA,32000000,Duncan,Jones
1553,Alive ,1993,USA,32000000,Frank,Marshall
1554,The Number 23 ,2007,USA,32000000,Joel,Schumacher
1555,The Young and Prodigious T.S. Spivet ,2013,France,33000000,Jean-Pierre,Jeunet
1557,Dreamer: Inspired by a True Story ,2005,USA,32000000,John,Gatins
1558,A History of Violence ,2005,USA,32000000,David,Cronenberg
1559,Transporter 2 ,2005,France,32000000,Louis,Leterrier
1560,The Quick and the Dead ,1995,Japan,32000000,Sam,Raimi
1561,Laws of Attraction ,2004,Ireland,28000000,Peter,Howitt
1562,Bringing Out the Dead ,1999,USA,55000000,Martin,Scorsese
1563,Repo Men ,2010,USA,32000000,Miguel,Sapochnik
1564,Dragon Wars: D-War ,2007,South Korea,35000000,Hyung-rae,Shim
1565,Bogus ,1996,USA,30000000,Norman,Jewison
1566,The Incredible Burt Wonderstone ,2013,USA,30000000,Don,Scardino
1567,Cats Don't Dance ,1997,USA,32000000,Mark,Dindal
1568,Cradle Will Rock ,1999,USA,32000000,Tim,Robbins
1569,The Good German ,2006,USA,32000000,Steven,Soderbergh
1571,Apocalypse Now ,1979,USA,31500000,Francis,Ford Coppola
1572,Going the Distance ,2010,USA,32000000,Nanette,Burstein
1573,Mr. Holland's Opus ,1995,USA,6500000,Stephen,Herek
1574,Criminal ,2016,UK,31500000,Ariel,Vromen
1575,Out of Africa ,1985,USA,31000000,Sydney,Pollack
1576,Flight ,2012,USA,31000000,Robert,Zemeckis
1577,Moonraker ,1979,UK,34000000,Lewis,Gilbert
1578,The Grand Budapest Hotel ,2014,USA,25000000,Wes,Anderson
1579,Hearts in Atlantis ,2001,USA,31000000,Scott,Hicks
1580,Arachnophobia ,1990,USA,31000000,Frank,Marshall
1581,Frequency ,2000,USA,31000000,Gregory,Hoblit
1582,Ghostbusters ,2016,USA,144000000,Paul,Feig
1583,Vacation ,2015,USA,31000000,John,Francis Daley
1584,Get Shorty ,1995,USA,30250000,Barry,Sonnenfeld
1585,Chicago ,2002,USA,45000000,Rob,Marshall
1586,Big Daddy ,1999,USA,34200000,Dennis,Dugan
1587,American Pie 2 ,2001,USA,30000000,J.B.,Rogers
1588,Toy Story ,1995,USA,30000000,John,Lasseter
1589,Speed ,1994,USA,25000000,Jan,de Bont
1590,The Vow ,2012,USA,30000000,Michael,Sucsy
1591,Extraordinary Measures ,2010,USA,31000000,Tom,Vaughan
1592,Remember the Titans ,2000,USA,30000000,Boaz,Yakin
1593,The Hunt for Red October ,1990,USA,30000000,John,McTiernan
1594,Lee Daniels' The Butler ,2013,USA,30000000,Lee,Daniels
1595,Dodgeball: A True Underdog Story ,2004,USA,20000000,Rawson,Marshall Thurber
1596,The Addams Family ,1991,USA,38000000,Barry,Sonnenfeld
1597,Ace Ventura: When Nature Calls ,1995,USA,30000000,Steve,Oedekerk
1598,The Princess Diaries ,2001,USA,37000000,Garry,Marshall
1599,The First Wives Club ,1996,USA,26000000,Hugh,Wilson
1600,Se7en ,1995,USA,33000000,David,Fincher
1601,District 9 ,2009,South Africa,30000000,Neill,Blomkamp
1602,The SpongeBob SquarePants Movie ,2004,USA,30000000,Stephen,Hillenburg
1603,Mystic River ,2003,USA,25000000,Clint,Eastwood
1604,Million Dollar Baby ,2004,USA,30000000,Clint,Eastwood
1605,Analyze This ,1999,USA,30000000,Harold,Ramis
1606,The Notebook ,2004,USA,29000000,Nick,Cassavetes
1607,27 Dresses ,2008,USA,30000000,Anne,Fletcher
1608,Hannah Montana: The Movie ,2009,USA,30000000,Peter,Chelsom
1609,Rugrats in Paris: The Movie ,2000,Germany,30000000,Stig,Bergqvist
1610,The Prince of Tides ,1991,USA,30000000,Barbra,Streisand
1611,Legends of the Fall ,1994,USA,30000000,Edward,Zwick
1612,Up in the Air ,2009,USA,25000000,Jason,Reitman
1613,About Schmidt ,2002,USA,30000000,Alexander,Payne
1614,Warm Bodies ,2013,USA,35000000,Jonathan,Levine
1615,Looper ,2012,USA,30000000,Rian,Johnson
1616,Down to Earth ,2001,USA,30000000,Chris,Weitz
1617,Babe ,1995,Australia,30000000,Chris,Noonan
1618,Hope Springs ,2012,USA,30000000,David,Frankel
1619,Forgetting Sarah Marshall ,2008,USA,30000000,Nicholas,Stoller
1621,Four Brothers ,2005,USA,45000000,John,Singleton
1622,Baby Mama ,2008,USA,30000000,Michael,McCullers
1623,Hope Floats ,1998,USA,30000000,Forest,Whitaker
1624,Bride Wars ,2009,USA,30000000,Gary,Winick
1625,Without a Paddle ,2004,USA,19000000,Steven,Brill
1626,13 Going on 30 ,2004,USA,37000000,Gary,Winick
1627,Midnight in Paris ,2011,Spain,17000000,Woody,Allen
1628,The Nut Job ,2014,Canada,42000000,Peter,Lepeniotis
1629,Blow ,2001,USA,30000000,Ted,Demme
1630,Message in a Bottle ,1999,USA,55000000,Luis,Mandoki
1631,Star Trek V: The Final Frontier ,1989,USA,27800000,William,Shatner
1632,Like Mike ,2002,USA,30000000,John,Schultz
1633,Naked Gun 33 1/3: The Final Insult ,1994,USA,30000000,Peter,Segal
1634,A View to a Kill ,1985,UK,30000000,John,Glen
1635,The Curse of the Were-Rabbit ,2005,UK,30000000,Steve,Box
1636,P.S. I Love You ,2007,USA,30000000,Richard,LaGravenese
1638,Atonement ,2007,UK,30000000,Joe,Wright
1639,Letters to Juliet ,2010,USA,30000000,Gary,Winick
1640,Black Rain ,1989,USA,30000000,Ridley,Scott
1642,Corpse Bride ,2005,USA,40000000,Tim,Burton
1644,Sicario ,2015,USA,30000000,Denis,Villeneuve
1645,Southpaw ,2015,USA,30000000,Antoine,Fuqua
1646,Drag Me to Hell ,2009,USA,30000000,Sam,Raimi
1647,The Age of Adaline ,2015,USA,25000000,Lee,Toland Krieger
1648,Secondhand Lions ,2003,USA,30000000,Tim,McCanlies
1649,Step Up 3D ,2010,USA,30000000,Jon,M. Chu
1650,Blue Crush ,2002,USA,30000000,John,Stockwell
1651,Stranger Than Fiction ,2006,USA,38000000,Marc,Forster
1652,30 Days of Night ,2007,USA,32000000,David,Slade
1653,The Cabin in the Woods ,2012,USA,30000000,Drew,Goddard
1654,Meet the Spartans ,2008,USA,30000000,Jason,Friedberg
1655,Midnight Run ,1988,USA,30000000,Martin,Brest
1656,The Running Man ,1987,USA,27000000,Paul,Michael Glaser
1657,Little Shop of Horrors ,1986,USA,25000000,Frank,Oz
1658,Hanna ,2011,USA,30000000,Joe,Wright
1660,Mortal Kombat: Annihilation ,1997,USA,30000000,John,R. Leonetti
1661,Larry Crowne ,2011,USA,30000000,Tom,Hanks
1662,Carrie ,2013,USA,30000000,Kimberly,Peirce
1663,Take the Lead ,2006,USA,30000000,Liz,Friedlander
1665,Gridiron Gang ,2006,USA,30000000,Phil,Joanou
1666,What's the Worst That Could Happen? ,2001,USA,45000000,Sam,Weisman
1667,9 ,2009,USA,30000000,Shane,Acker
1668,Side Effects ,2013,USA,30000000,Steven,Soderbergh
1670,Winnie the Pooh ,2011,USA,30000000,Stephen,J. Anderson
1671,Dumb and Dumberer: When Harry Met Lloyd ,2003,USA,19000000,Troy,Miller
1672,Bulworth ,1998,USA,30000000,Warren,Beatty
1673,Get on Up ,2014,USA,30000000,Tate,Taylor
1674,One True Thing ,1998,USA,30000000,Carl,Franklin
1675,Virtuosity ,1995,USA,30000000,Brett,Leonard
1676,My Super Ex-Girlfriend ,2006,USA,30000000,Ivan,Reitman
1677,Deliver Us from Evil ,2014,USA,30000000,Scott,Derrickson
1678,Sanctum ,2011,USA,30000000,Alister,Grierson
1679,Little Black Book ,2004,USA,35000000,Nick,Hurran
1680,The Five-Year Engagement ,2012,USA,30000000,Nicholas,Stoller
1681,Mr 3000 ,2004,USA,30000000,Charles,Stone III
1682,The Next Three Days ,2010,USA,35000000,Paul,Haggis
1683,Ultraviolet ,2006,USA,30000000,Kurt,Wimmer
1684,Assault on Precinct 13 ,2005,USA,20000000,Jean-François,Richet
1685,The Replacement Killers ,1998,USA,30000000,Antoine,Fuqua
1686,Fled ,1996,USA,25000000,Kevin,Hooks
1687,Eight Legged Freaks ,2002,USA,30000000,Ellory,Elkayem
1688,Love & Other Drugs ,2010,USA,30000000,Edward,Zwick
1689,88 Minutes ,2007,USA,30000000,Jon,Avnet
1690,North Country ,2005,USA,35000000,Niki,Caro
1691,The Whole Ten Yards ,2004,USA,40000000,Howard,Deutch
1692,Splice ,2009,Canada,26000000,Vincenzo,Natali
1693,Howard the Duck ,1986,USA,35000000,Willard,Huyck
1694,Pride and Glory ,2008,USA,30000000,Gavin,O'Connor
1695,The Cave ,2005,USA,30000000,Bruce,Hunt
1696,Alex & Emma ,2003,USA,30000000,Rob,Reiner
1697,Wicker Park ,2004,USA,30000000,Paul,McGuigan
1698,Fright Night ,2011,USA,30000000,Craig,Gillespie
1699,The New World ,2005,USA,30000000,Terrence,Malick
1700,Wing Commander ,1999,USA,30000000,Chris,Roberts
1701,In Dreams ,1999,USA,30000000,Neil,Jordan
1702,Dragonball: Evolution ,2009,USA,45000000,James,Wong
1703,The Last Stand ,2013,USA,45000000,Jee-woon,Kim
1704,Godsend ,2004,USA,25000000,Nick,Hamm
1705,Chasing Liberty ,2004,USA,23000000,Andy,Cadiff
1706,Hoodwinked Too! Hood vs. Evil ,2011,USA,30000000,Mike,Disa
1707,An Unfinished Life ,2005,USA,30000000,Lasse,Hallström
1708,The Imaginarium of Doctor Parnassus ,2009,UK,40000000,Terry,Gilliam
1711,Runner Runner ,2013,USA,30000000,Brad,Furman
1712,Antitrust ,2001,USA,30000000,Peter,Howitt
1713,Glory ,1989,USA,18000000,Edward,Zwick
1714,Once Upon a Time in America ,1984,Italy,30000000,Sergio,Leone
1715,Dead Man Down ,2013,USA,30000000,Niels,Arden Oplev
1716,The Merchant of Venice ,2004,USA,18000000,Michael,Radford
1717,The Good Thief ,2002,France,25000000,Neil,Jordan
1719,Miss Potter ,2006,UK,30000000,Chris,Noonan
1720,The Promise ,2005,China,60000000,Kaige,Chen
1721,DOA: Dead or Alive ,2006,USA,21000000,Corey,Yuen
1722,The Assassination of Jesse James by the Coward Robert Ford ,2007,USA,30000000,Andrew,Dominik
1723,1911 ,2011,China,18000000,Li,Zhang
1726,Machine Gun Preacher ,2011,USA,30000000,Marc,Forster
1734,Pitch Perfect 2 ,2015,USA,29000000,Elizabeth,Banks
1735,Walk the Line ,2005,USA,28000000,James,Mangold
1737,Keeping the Faith ,2000,USA,30000000,Edward,Norton
1738,The Borrowers ,1997,UK,29000000,Peter,Hewitt
1739,Frost/Nixon ,2008,USA,35000000,Ron,Howard
1741,Serving Sara ,2002,Germany,29000000,Reginald,Hudlin
1742,The Boss ,2016,USA,29000000,Ben,Falcone
1743,Cry Freedom ,1987,UK,29000000,Richard,Attenborough
1744,Mumford ,1999,USA,28000000,Lawrence,Kasdan
1745,Seed of Chucky ,2004,Romania,12000000,Don,Mancini
1746,The Jacket ,2005,USA,29000000,John,Maybury
1747,Aladdin ,1992,USA,28000000,Ron,Clements
1748,Straight Outta Compton ,2015,USA,28000000,F.,Gary Gray
1749,Indiana Jones and the Temple of Doom ,1984,USA,28000000,Steven,Spielberg
1750,The Rugrats Movie ,1998,USA,24000000,Igor,Kovalyov
1751,Along Came a Spider ,2001,USA,60000000,Lee,Tamahori
1753,Once Upon a Time in Mexico ,2003,USA,29000000,Robert,Rodriguez
1754,Die Hard ,1988,USA,28000000,John,McTiernan
1755,Role Models ,2008,Germany,28000000,David,Wain
1756,The Big Short ,2015,USA,28000000,Adam,McKay
1757,Taking Woodstock ,2009,USA,30000000,Ang,Lee
1758,Miracle ,2004,USA,28000000,Gavin,O'Connor
1759,Dawn of the Dead ,2004,USA,26000000,Zack,Snyder
1760,The Wedding Planner ,2001,Germany,35000000,Adam,Shankman
1762,The Royal Tenenbaums ,2001,USA,21000000,Wes,Anderson
1763,Identity ,2003,USA,30000000,James,Mangold
1764,Last Vegas ,2013,USA,28000000,Jon,Turteltaub
1765,For Your Eyes Only ,1981,UK,28000000,John,Glen
1766,Serendipity ,2001,USA,28000000,Peter,Chelsom
1767,Timecop ,1994,Canada,27000000,Peter,Hyams
1768,Zoolander ,2001,Germany,28000000,Ben,Stiller
1769,Safe Haven ,2013,USA,28000000,Lasse,Hallström
1770,Hocus Pocus ,1993,USA,28000000,Kenny,Ortega
1771,No Reservations ,2007,USA,28000000,Scott,Hicks
1772,Kick-Ass ,2010,UK,30000000,Matthew,Vaughn
1773,30 Minutes or Less ,2011,Germany,28000000,Ruben,Fleischer
1774,Dracula 2000 ,2000,USA,28000000,Patrick,Lussier
1775,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",2014,USA,28000000,Miguel,Arteta
1776,Pride & Prejudice ,2005,France,28000000,Joe,Wright
1777,Blade Runner ,1982,USA,28000000,Ridley,Scott
1778,Rob Roy ,1995,USA,28000000,Michael,Caton-Jones
1779,3 Days to Kill ,2014,USA,28000000,McG,
1780,We Own the Night ,2007,USA,21000000,James,Gray
1781,Lost Souls ,2000,USA,28000000,Janusz,Kaminski
1783,Just My Luck ,2006,USA,28000000,Donald,Petrie
1784,"Mystery, Alaska ",1999,Canada,28000000,Jay,Roach
1785,The Spy Next Door ,2010,USA,28000000,Brian,Levant
1786,A Simple Wish ,1997,USA,28000000,Michael,Ritchie
1787,Ghosts of Mars ,2001,USA,28000000,John,Carpenter
1788,Our Brand Is Crisis ,2015,USA,28000000,David,Gordon Green
1789,Pride and Prejudice and Zombies ,2016,USA,28000000,Burr,Steers
1790,Kundun ,1997,USA,28000000,Martin,Scorsese
1791,How to Lose Friends & Alienate People ,2008,UK,27000000,Robert,B. Weide
1792,Kick-Ass 2 ,2013,USA,28000000,Jeff,Wadlow
1794,Brick Mansions ,2014,France,28000000,Camille,Delamarre
1795,Octopussy ,1983,UK,27500000,John,Glen
1796,Knocked Up ,2007,USA,30000000,Judd,Apatow
1797,My Sister's Keeper ,2009,USA,30000000,Nick,Cassavetes
1798,"Welcome Home, Roscoe Jenkins ",2008,USA,35000000,Malcolm,D. Lee
1799,A Passage to India ,1984,UK,16000000,David,Lean
1800,Notes on a Scandal ,2006,UK,15000000,Richard,Eyre
1801,Rendition ,2007,USA,27500000,Gavin,Hood
1803,Star Trek VI: The Undiscovered Country ,1991,USA,30000000,Nicholas,Meyer
1804,Divine Secrets of the Ya-Ya Sisterhood ,2002,USA,27000000,Callie,Khouri
1805,The Jungle Book ,2016,UK,175000000,Jon,Favreau
1806,Kiss the Girls ,1997,USA,27000000,Gary,Fleder
1807,The Blues Brothers ,1980,USA,27000000,John,Landis
1809,Joyful Noise ,2012,USA,25000000,Todd,Graff
1810,About a Boy ,2002,UK,30000000,Chris,Weitz
